time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.640000000000002,-1.80297065363,0.495901834933,16.0805276734,0.0484254740642,0.305751027252,0.0,-2.96616756341,0.579323072004,4.39168967708,0.0467988921845,0.211091382365,0.0,480.06370882523674,478.80130201656755,479.5082933463894,477.48133338430006
2.700000000000002,-1.98687431793,0.531552741668,16.3446860742,0.0509883777128,0.318102773708,0.0,-3.16501613727,0.609241094988,4.41274978008,0.03295226559,0.192566093524,0.0,447.5990143007832,446.12968817274265,447.0866538644169,445.95786482888064
2.760000000000002,-2.18313032116,0.569066850197,16.6105823233,0.0529561289883,0.329897513573,0.0,-3.37783433799,0.641360337724,4.44951527815,0.0324812460298,0.203581482513,0.0,452.8029945960581,453.725195389676,454.1551044780536,454.1177038100743
2.820000000000002,-2.39143566047,0.608392477958,16.8758204309,0.0557385773021,0.342245814017,0.0,-3.5666833194,0.66965592877,4.39123308995,0.0652210107173,0.2099108505,0.0,422.9908356277955,423.57951092031874,422.7807805429355,425.59402435530393
2.880000000000002,-2.61267049465,0.649677578717,17.1413281707,0.0598160208049,0.354674199269,0.0,-3.80884744451,0.706828223205,4.45775099294,0.0729320412777,0.20093693646,0.0,467.6157803122452,466.9559266725518,466.01862907716657,466.62428723541433
2.940000000000002,-2.848474094,0.69323168444,17.4101215224,0.0639972609334,0.367315070262,0.0,-4.0522764113,0.7453003127,4.50080595234,0.062250929804,0.225225068118,0.0,461.0900334492395,463.04631390750654,462.4060113699254,461.5671467526327
3.000000000000002,-3.09886305391,0.739116117183,17.6806512144,0.0677202273601,0.380787253997,0.0,-4.2950982881,0.784434315057,4.51566572729,0.0616435736925,0.223124969669,0.0,455.7261492153257,455.6068802884481,455.48541667227516,455.43949836260146
3.0600000000000023,-3.3643613202,0.787453967786,17.952630831,0.0716740346821,0.394736055207,0.0,-4.55591580709,0.827082052102,4.54892961144,0.0732725000784,0.246576334606,0.0,463.79032047075236,465.6793709014206,463.43734690855456,464.3536435631411
3.1200000000000023,-3.64540428688,0.838349328198,18.2255390075,0.0765879242435,0.409797301578,0.0,-4.8133269788,0.869737770572,4.54667379192,0.0951513459069,0.258672966535,0.0,455.08585122843317,456.1145223419686,455.05263287572956,456.8060917961013
3.1800000000000024,-3.94162789585,0.891784352308,18.4969023219,0.082061972751,0.425362087805,0.0,-5.06195860203,0.911784307769,4.4975986174,0.0819548004231,0.260850633094,0.0,443.89568813243307,444.14214485880984,442.3601274323082,441.27884125913124
